Frequency (MHz),Intensity,Center Freq,Cavity Position,,,,,,,,,,
11822,9.25E-05,,,,,,,,,,,,
11822.05,0.000105,,,,,,,,,,,,
11822.1,9.45E-05,,,,,,,,,,,,
11822.15,0.000101419,,,,,,,,,,,,
11822.2,0.000118378,,,,,,,,,,,,
11822.25,0.000109356,,,,,,,,,,,,
11822.25,3.16E-05,,,,,,,,,,,,
11822.3,5.22E-05,,,,,,,,,,,,
11822.35,8.31E-05,,,,,,,,,,,,
11822.4,3.21E-05,,,,,,,,,,,,
11822.45,4.86E-05,,,,,,,,,,,,
11822.5,6.85E-05,,,,,,,,,,,,
11822.55,2.35E-05,,,,,,,,,,,,
11822.6,3.87E-05,,,,,,,,,,,,
11822.65,5.07E-05,,,,,,,,,,,,
11822.7,0.000108796,,,,,,,,,,,,
11822.75,0.000102288,,,,,,,,,,,,
11822.75,4.11E-05,,,,,,,,,,,,
11822.8,2.98E-05,,,,,,,,,,,,
11822.85,4.93E-05,,,,,,,,,,,,
11822.9,6.97E-05,,,,,,,,,,,,
11822.95,8.83E-05,,,,,,,,,,,,
11823,7.03E-05,,,,,,,,,,,,
11823.05,2.44E-05,,,,,,,,,,,,
11823.1,6.94E-05,,,,,,,,,,,,
11823.15,8.92E-05,,,,,,,,,,,,
11823.2,5.58E-05,,,,,,,,,,,,
11823.25,6.07E-05,,,,,,,,,,,,
11823.25,6.59E-05,,,,,,,,,,,,
11823.3,8.04E-05,,,,,,,,,,,,
11823.35,3.08E-05,,,,,,,,,,,,
11823.4,7.53E-06,,,,,,,,,,,,
11823.45,4.57E-05,,,,,,,,,,,,
11823.5,9.78E-05,,,,,,,,,,,,
11823.55,9.45E-05,,,,,,,,,,,,
11823.6,4.62E-05,,,,,,,,,,,,
11823.65,3.68E-05,,,,,,,,,,,,
11823.7,8.03E-05,,,,,,,,,,,,
11823.75,0.000103802,,,,,,,,,,,,
11823.75,0.000105608,,,,,,,,,,,,
11823.8,7.56E-05,,,,,,,,,,,,
11823.85,0.000109959,,,,,,,,,,,,
11823.9,0.000111606,,,,,,,,,,,,
11823.95,8.28E-05,,,,,,,,,,,,
11824,8.44E-05,,,,,,,,,,,,
11824.05,7.23E-05,,,,,,,,,,,,
11824.1,8.15E-05,,,,,,,,,,,,
11824.15,0.000123713,,,,,,,,,,,,
11824.2,8.04E-05,,,,,,,,,,,,
11824.25,3.37E-05,,,,,,,,,,,,
11824.25,6.18E-05,,,,,,,,,,,,
11824.3,3.85E-05,,,,,,,,,,,,
11824.35,0.000237378,,,,,,,,,,,,
11824.4,0.001280991,,,,,,,,,,,,
11824.45,0.002801092,,,,,,,,,,,,
11824.5,0.003111477,,,,,,,,,,,,
11824.55,0.001758609,,,,,,,,,,,,
11824.6,0.000363975,,,,,,,,,,,,
11824.65,5.68E-05,,,,,,,,,,,,
11824.7,0.000101866,,,,,,,,,,,,
11824.75,8.32E-05,,,,,,,,,,,,
11824.75,0.000123147,,,,,,,,,,,,
11824.8,8.91E-05,,,,,,,,,,,,
11824.85,2.93E-05,,,,,,,,,,,,
11824.9,2.51E-05,,,,,,,,,,,,
11824.95,6.80E-05,,,,,,,,,,,,
11825,0.000105625,,,,,,,,,,,,
11825.05,8.81E-05,,,,,,,,,,,,
11825.1,3.39E-05,,,,,,,,,,,,
11825.15,3.06E-05,,,,,,,,,,,,
11825.2,4.00E-05,,,,,,,,,,,,
11825.25,6.50E-05,,,,,,,,,,,,
11825.25,1.07E-05,,,,,,,,,,,,
11825.3,5.47E-05,,,,,,,,,,,,
11825.35,6.94E-05,,,,,,,,,,,,
11825.4,6.28E-05,,,,,,,,,,,,
11825.45,6.82E-05,,,,,,,,,,,,
11825.5,7.42E-05,,,,,,,,,,,,
11825.55,8.57E-05,,,,,,,,,,,,
11825.6,0.00011202,,,,,,,,,,,,
11825.65,0.000162483,,,,,,,,,,,,
11825.7,0.000187831,,,,,,,,,,,,
11825.75,0.000177252,,,,,,,,,,,,
11825.75,6.12E-05,,,,,,,,,,,,
11825.8,7.05E-05,,,,,,,,,,,,
11825.85,5.09E-05,,,,,,,,,,,,
11825.9,1.40E-05,,,,,,,,,,,,
11825.95,8.30E-05,,,,,,,,,,,,
11826,9.68E-05,,,,,,,,,,,,
11826.05,5.70E-05,,,,,,,,,,,,
11826.1,5.42E-06,,,,,,,,,,,,
11826.15,6.42E-05,,,,,,,,,,,,
11826.2,0.000108215,,,,,,,,,,,,
11826.25,9.61E-05,,,,,,,,,,,,
11826.25,4.94E-05,,,,,,,,,,,,
11826.3,8.21E-05,,,,,,,,,,,,
11826.35,7.27E-05,,,,,,,,,,,,
11826.4,5.81E-05,,,,,,,,,,,,
11826.45,5.34E-05,,,,,,,,,,,,
11826.5,4.70E-05,,,,,,,,,,,,
11826.55,9.30E-05,,,,,,,,,,,,
11826.6,0.000106188,,,,,,,,,,,,
11826.65,7.48E-05,,,,,,,,,,,,
11826.7,2.90E-05,,,,,,,,,,,,
11826.75,1.47E-05,,,,,,,,,,,,
11826.75,3.25E-05,,,,,,,,,,,,
11826.8,2.68E-05,,,,,,,,,,,,
11826.85,2.53E-05,,,,,,,,,,,,
11826.9,2.01E-05,,,,,,,,,,,,
11826.95,3.05E-05,,,,,,,,,,,,
11827,2.93E-05,,,,,,,,,,,,
11827.05,2.78E-05,,,,,,,,,,,,
11827.1,1.64E-05,,,,,,,,,,,,
11827.15,4.17E-05,,,,,,,,,,,,
11827.2,0.00012591,,,,,,,,,,,,
11827.25,0.000177278,,,,,,,,,,,,
11827.25,6.56E-05,,,,,,,,,,,,
11827.3,5.39E-05,,,,,,,,,,,,
11827.35,3.96E-05,,,,,,,,,,,,
11827.4,4.93E-05,,,,,,,,,,,,
11827.45,6.06E-05,,,,,,,,,,,,
11827.5,3.70E-05,,,,,,,,,,,,
11827.55,2.89E-06,,,,,,,,,,,,
11827.6,2.47E-05,,,,,,,,,,,,
11827.65,1.81E-05,,,,,,,,,,,,
11827.7,1.28E-05,,,,,,,,,,,,
11827.75,1.87E-05,,,,,,,,,,,,
11827.75,5.67E-05,,,,,,,,,,,,
11827.8,2.74E-05,,,,,,,,,,,,
11827.85,1.23E-05,,,,,,,,,,,,
11827.9,7.10E-05,,,,,,,,,,,,
11827.95,0.000120322,,,,,,,,,,,,
11828,9.23E-05,,,,,,,,,,,,
11828.05,3.97E-05,,,,,,,,,,,,
11828.1,6.19E-05,,,,,,,,,,,,
11828.15,6.53E-05,,,,,,,,,,,,
11828.2,3.33E-05,,,,,,,,,,,,
11828.25,5.23E-05,,,,,,,,,,,,
11828.25,3.15E-05,,,,,,,,,,,,
11828.3,3.71E-05,,,,,,,,,,,,
11828.35,7.74E-05,,,,,,,,,,,,
11828.4,7.38E-05,,,,,,,,,,,,
11828.45,2.28E-05,,,,,,,,,,,,
11828.5,2.99E-05,,,,,,,,,,,,
11828.55,5.62E-05,,,,,,,,,,,,
11828.6,8.31E-05,,,,,,,,,,,,
11828.65,0.000111505,,,,,,,,,,,,
11828.7,0.000118551,,,,,,,,,,,,
11828.75,0.000116833,,,,,,,,,,,,
11828.75,2.77E-05,,,,,,,,,,,,
11828.8,6.20E-05,,,,,,,,,,,,
11828.85,7.29E-05,,,,,,,,,,,,
11828.9,7.47E-05,,,,,,,,,,,,
11828.95,4.28E-05,,,,,,,,,,,,
11829,2.44E-05,,,,,,,,,,,,
11829.05,4.27E-05,,,,,,,,,,,,
11829.1,2.03E-05,,,,,,,,,,,,
11829.15,2.32E-05,,,,,,,,,,,,
11829.2,3.03E-05,,,,,,,,,,,,
11829.25,7.90E-06,,,,,,,,,,,,
11829.25,9.08E-06,,,,,,,,,,,,
11829.3,5.38E-05,,,,,,,,,,,,
11829.35,5.40E-05,,,,,,,,,,,,
11829.4,7.24E-05,,,,,,,,,,,,
11829.45,9.73E-05,,,,,,,,,,,,
11829.5,0.000110815,,,,,,,,,,,,
11829.55,0.000166839,,,,,,,,,,,,
11829.6,0.000154622,,,,,,,,,,,,
11829.65,8.49E-05,,,,,,,,,,,,
11829.7,3.35E-05,,,,,,,,,,,,
11829.75,1.71E-05,,,,,,,,,,,,
11829.75,0.000118841,,,,,,,,,,,,
11829.8,9.18E-05,,,,,,,,,,,,
11829.85,7.07E-05,,,,,,,,,,,,
11829.9,5.11E-05,,,,,,,,,,,,
11829.95,6.01E-05,,,,,,,,,,,,
11830,0.000125398,,,,,,,,,,,,
11830.05,0.000127149,,,,,,,,,,,,
11830.1,6.61E-05,,,,,,,,,,,,
11830.15,4.51E-05,,,,,,,,,,,,
11830.2,3.70E-05,,,,,,,,,,,,
11830.25,4.32E-05,,,,,,,,,,,,
11830.25,3.24E-05,,,,,,,,,,,,
11830.3,3.93E-05,,,,,,,,,,,,
11830.35,7.68E-05,,,,,,,,,,,,
11830.4,8.04E-05,,,,,,,,,,,,
11830.45,5.13E-05,,,,,,,,,,,,
11830.5,1.37E-05,,,,,,,,,,,,
11830.55,1.73E-05,,,,,,,,,,,,
11830.6,2.67E-05,,,,,,,,,,,,
11830.65,3.16E-05,,,,,,,,,,,,
11830.7,2.26E-05,,,,,,,,,,,,
11830.75,1.08E-05,,,,,,,,,,,,
11830.75,2.70E-05,,,,,,,,,,,,
11830.8,5.06E-05,,,,,,,,,,,,
11830.85,8.03E-05,,,,,,,,,,,,
11830.9,0.000116133,,,,,,,,,,,,
11830.95,0.000116099,,,,,,,,,,,,
11831,6.61E-05,,,,,,,,,,,,
11831.05,1.89E-05,,,,,,,,,,,,
11831.1,2.92E-05,,,,,,,,,,,,
11831.15,3.01E-05,,,,,,,,,,,,
11831.2,1.30E-05,,,,,,,,,,,,
11831.25,7.81E-05,,,,,,,,,,,,
11831.25,0.000101933,,,,,,,,,,,,
11831.3,0.0001489,,,,,,,,,,,,
11831.35,0.000107756,,,,,,,,,,,,
11831.4,3.72E-05,,,,,,,,,,,,
11831.45,4.11E-05,,,,,,,,,,,,
11831.5,6.35E-05,,,,,,,,,,,,
11831.55,6.60E-05,,,,,,,,,,,,
11831.6,2.68E-05,,,,,,,,,,,,
11831.65,4.21E-05,,,,,,,,,,,,
11831.7,8.62E-05,,,,,,,,,,,,
11831.75,8.86E-05,,,,,,,,,,,,
11831.75,3.12E-05,,,,,,,,,,,,
11831.8,6.23E-05,,,,,,,,,,,,
11831.85,0.000112375,,,,,,,,,,,,
11831.9,0.000116756,,,,,,,,,,,,
11831.95,7.90E-05,,,,,,,,,,,,
11832,2.04E-05,,,,,,,,,,,,
11832.05,3.67E-05,,,,,,,,,,,,
11832.1,3.03E-05,,,,,,,,,,,,
11832.15,2.82E-05,,,,,,,,,,,,
11832.2,6.72E-05,,,,,,,,,,,,
11832.25,6.17E-05,,,,,,,,,,,,
11832.25,4.00E-05,,,,,,,,,,,,
11832.3,2.04E-05,,,,,,,,,,,,
11832.35,3.77E-05,,,,,,,,,,,,
11832.4,4.18E-05,,,,,,,,,,,,
11832.45,4.73E-05,,,,,,,,,,,,
11832.5,4.57E-05,,,,,,,,,,,,
11832.55,3.53E-05,,,,,,,,,,,,
11832.6,3.50E-05,,,,,,,,,,,,
11832.65,2.96E-05,,,,,,,,,,,,
11832.7,2.08E-05,,,,,,,,,,,,
11832.75,3.11E-05,,,,,,,,,,,,
11832.75,3.54E-05,,,,,,,,,,,,
11832.8,3.50E-05,,,,,,,,,,,,
11832.85,7.94E-05,,,,,,,,,,,,
11832.9,7.42E-05,,,,,,,,,,,,
11832.95,2.62E-05,,,,,,,,,,,,
11833,2.97E-05,,,,,,,,,,,,
11833.05,4.14E-05,,,,,,,,,,,,
11833.1,4.56E-05,,,,,,,,,,,,
11833.15,4.40E-05,,,,,,,,,,,,
11833.2,2.78E-05,,,,,,,,,,,,
11833.25,3.71E-05,,,,,,,,,,,,
11833.25,2.38E-05,,,,,,,,,,,,
11833.3,2.97E-05,,,,,,,,,,,,
11833.35,6.48E-05,,,,,,,,,,,,
11833.4,8.66E-05,,,,,,,,,,,,
11833.45,7.99E-05,,,,,,,,,,,,
11833.5,6.83E-05,,,,,,,,,,,,
11833.55,6.90E-05,,,,,,,,,,,,
11833.6,5.85E-05,,,,,,,,,,,,
11833.65,4.98E-05,,,,,,,,,,,,
11833.7,4.78E-05,,,,,,,,,,,,
11833.75,2.88E-05,,,,,,,,,,,,
11833.75,8.10E-05,,,,,,,,,,,,
11833.8,0.000114148,,,,,,,,,,,,
11833.85,0.000101667,,,,,,,,,,,,
11833.9,4.63E-05,,,,,,,,,,,,
11833.95,3.26E-05,,,,,,,,,,,,
11834,3.36E-05,,,,,,,,,,,,
11834.05,1.57E-05,,,,,,,,,,,,
11834.1,2.38E-05,,,,,,,,,,,,
11834.15,2.59E-05,,,,,,,,,,,,
11834.2,7.93E-06,,,,,,,,,,,,
11834.25,2.65E-05,,,,,,,,,,,,
11834.25,4.48E-05,,,,,,,,,,,,
11834.3,5.03E-05,,,,,,,,,,,,
11834.35,5.82E-05,,,,,,,,,,,,
11834.4,5.71E-05,,,,,,,,,,,,
11834.45,3.11E-05,,,,,,,,,,,,
11834.5,4.17E-05,,,,,,,,,,,,
11834.55,6.34E-05,,,,,,,,,,,,
11834.6,4.00E-05,,,,,,,,,,,,
11834.65,2.38E-05,,,,,,,,,,,,
11834.7,3.06E-05,,,,,,,,,,,,
11834.75,3.69E-05,,,,,,,,,,,,
11834.75,0.000123671,,,,,,,,,,,,
11834.8,6.37E-05,,,,,,,,,,,,
11834.85,2.11E-05,,,,,,,,,,,,
11834.9,2.66E-05,,,,,,,,,,,,
11834.95,3.51E-05,,,,,,,,,,,,
11835,4.84E-05,,,,,,,,,,,,
11835.05,3.24E-05,,,,,,,,,,,,
11835.1,1.43E-05,,,,,,,,,,,,
11835.15,2.61E-05,,,,,,,,,,,,
11835.2,3.97E-05,,,,,,,,,,,,
11835.25,3.84E-05,,,,,,,,,,,,
11835.25,4.99E-05,,,,,,,,,,,,
11835.3,3.44E-05,,,,,,,,,,,,
11835.35,2.61E-05,,,,,,,,,,,,
11835.4,4.36E-05,,,,,,,,,,,,
11835.45,6.90E-05,,,,,,,,,,,,
11835.5,7.81E-05,,,,,,,,,,,,
11835.55,5.19E-05,,,,,,,,,,,,
11835.6,2.80E-05,,,,,,,,,,,,
11835.65,4.85E-05,,,,,,,,,,,,
11835.7,4.77E-05,,,,,,,,,,,,
11835.75,3.78E-05,,,,,,,,,,,,
11835.75,5.73E-05,,,,,,,,,,,,
11835.8,4.88E-05,,,,,,,,,,,,
11835.85,3.89E-05,,,,,,,,,,,,
11835.9,5.13E-05,,,,,,,,,,,,
11835.95,3.67E-05,,,,,,,,,,,,
11836,1.62E-05,,,,,,,,,,,,
11836.05,3.27E-05,,,,,,,,,,,,
11836.1,4.46E-05,,,,,,,,,,,,
11836.15,4.65E-05,,,,,,,,,,,,
11836.2,4.83E-05,,,,,,,,,,,,
11836.25,6.29E-05,,,,,,,,,,,,
11836.25,2.64E-05,,,,,,,,,,,,
11836.3,3.24E-05,,,,,,,,,,,,
11836.35,1.23E-05,,,,,,,,,,,,
11836.4,3.81E-05,,,,,,,,,,,,
11836.45,6.81E-05,,,,,,,,,,,,
11836.5,5.73E-05,,,,,,,,,,,,
11836.55,5.62E-05,,,,,,,,,,,,
11836.6,6.41E-05,,,,,,,,,,,,
11836.65,4.31E-05,,,,,,,,,,,,
11836.7,2.64E-05,,,,,,,,,,,,
11836.75,2.48E-05,,,,,,,,,,,,
11836.75,2.42E-05,,,,,,,,,,,,
11836.8,1.66E-05,,,,,,,,,,,,
11836.85,1.54E-05,,,,,,,,,,,,
11836.9,2.26E-05,,,,,,,,,,,,
11836.95,4.32E-05,,,,,,,,,,,,
11837,7.27E-05,,,,,,,,,,,,
11837.05,8.53E-05,,,,,,,,,,,,
11837.1,8.41E-05,,,,,,,,,,,,
11837.15,8.91E-05,,,,,,,,,,,,
11837.2,7.98E-05,,,,,,,,,,,,
11837.25,3.56E-05,,,,,,,,,,,,
11837.25,4.53E-05,,,,,,,,,,,,
11837.3,4.26E-05,,,,,,,,,,,,
11837.35,5.96E-05,,,,,,,,,,,,
11837.4,7.63E-05,,,,,,,,,,,,
11837.45,4.36E-05,,,,,,,,,,,,
11837.5,5.35E-05,,,,,,,,,,,,
11837.55,6.91E-05,,,,,,,,,,,,
11837.6,3.19E-05,,,,,,,,,,,,
11837.65,2.53E-05,,,,,,,,,,,,
11837.7,4.01E-05,,,,,,,,,,,,
11837.75,2.33E-05,,,,,,,,,,,,
11837.75,0.000108391,,,,,,,,,,,,
11837.8,9.48E-05,,,,,,,,,,,,
11837.85,6.93E-05,,,,,,,,,,,,
11837.9,7.83E-05,,,,,,,,,,,,
11837.95,0.000120175,,,,,,,,,,,,
11838,0.000128065,,,,,,,,,,,,
11838.05,8.19E-05,,,,,,,,,,,,
11838.1,1.67E-05,,,,,,,,,,,,
11838.15,3.52E-05,,,,,,,,,,,,
11838.2,6.65E-05,,,,,,,,,,,,
11838.25,6.83E-05,,,,,,,,,,,,
11838.25,8.80E-05,,,,,,,,,,,,
11838.3,7.95E-05,,,,,,,,,,,,
11838.35,5.75E-05,,,,,,,,,,,,
11838.4,4.54E-05,,,,,,,,,,,,
11838.45,3.87E-05,,,,,,,,,,,,
11838.5,2.74E-05,,,,,,,,,,,,
11838.55,3.34E-05,,,,,,,,,,,,
11838.6,4.23E-05,,,,,,,,,,,,
11838.65,4.04E-05,,,,,,,,,,,,
11838.7,4.31E-05,,,,,,,,,,,,
11838.75,5.41E-05,,,,,,,,,,,,
11838.75,4.39E-05,,,,,,,,,,,,
11838.8,3.49E-05,,,,,,,,,,,,
11838.85,4.90E-05,,,,,,,,,,,,
11838.9,5.42E-05,,,,,,,,,,,,
11838.95,3.90E-05,,,,,,,,,,,,
11839,1.13E-05,,,,,,,,,,,,
11839.05,4.68E-06,,,,,,,,,,,,
11839.1,1.06E-05,,,,,,,,,,,,
11839.15,4.88E-05,,,,,,,,,,,,
11839.2,7.55E-05,,,,,,,,,,,,
11839.25,6.79E-05,,,,,,,,,,,,
11839.25,2.78E-05,,,,,,,,,,,,
11839.3,5.24E-05,,,,,,,,,,,,
11839.35,8.05E-05,,,,,,,,,,,,
11839.4,8.52E-05,,,,,,,,,,,,
11839.45,5.84E-05,,,,,,,,,,,,
11839.5,4.71E-05,,,,,,,,,,,,
11839.55,4.47E-05,,,,,,,,,,,,
11839.6,2.94E-05,,,,,,,,,,,,
11839.65,2.93E-05,,,,,,,,,,,,
11839.7,3.98E-05,,,,,,,,,,,,
11839.75,2.69E-05,,,,,,,,,,,,
11839.75,7.35E-06,,,,,,,,,,,,
11839.8,3.96E-05,,,,,,,,,,,,
11839.85,7.12E-05,,,,,,,,,,,,
11839.9,9.42E-05,,,,,,,,,,,,
11839.95,8.64E-05,,,,,,,,,,,,
11840,5.69E-05,,,,,,,,,,,,
11840.05,4.37E-05,,,,,,,,,,,,
11840.1,5.05E-05,,,,,,,,,,,,
11840.15,5.85E-05,,,,,,,,,,,,
11840.2,4.01E-05,,,,,,,,,,,,
11840.25,2.89E-05,,,,,,,,,,,,
11840.25,4.41E-05,,,,,,,,,,,,
11840.3,9.59E-05,,,,,,,,,,,,
11840.35,9.92E-05,,,,,,,,,,,,
11840.4,5.65E-05,,,,,,,,,,,,
11840.45,1.95E-05,,,,,,,,,,,,
11840.5,5.51E-05,,,,,,,,,,,,
11840.55,0.000110323,,,,,,,,,,,,
11840.6,0.000128034,,,,,,,,,,,,
11840.65,7.73E-05,,,,,,,,,,,,
11840.7,7.35E-05,,,,,,,,,,,,
11840.75,4.92E-05,,,,,,,,,,,,
11840.75,0.000107961,,,,,,,,,,,,
11840.8,7.71E-05,,,,,,,,,,,,
11840.85,2.71E-05,,,,,,,,,,,,
11840.9,6.55E-05,,,,,,,,,,,,
11840.95,8.97E-05,,,,,,,,,,,,
11841,8.31E-05,,,,,,,,,,,,
11841.05,5.00E-05,,,,,,,,,,,,
11841.1,3.88E-05,,,,,,,,,,,,
11841.15,5.84E-05,,,,,,,,,,,,
11841.2,6.24E-05,,,,,,,,,,,,
11841.25,6.67E-05,,,,,,,,,,,,
11841.25,1.77E-05,,,,,,,,,,,,
11841.3,3.65E-05,,,,,,,,,,,,
11841.35,4.73E-05,,,,,,,,,,,,
11841.4,3.11E-05,,,,,,,,,,,,
11841.45,3.47E-05,,,,,,,,,,,,
11841.5,5.57E-05,,,,,,,,,,,,
11841.55,3.94E-05,,,,,,,,,,,,
11841.6,4.30E-05,,,,,,,,,,,,
11841.65,3.82E-05,,,,,,,,,,,,
11841.7,4.75E-05,,,,,,,,,,,,
11841.75,2.29E-05,,,,,,,,,,,,
11841.75,5.47E-05,,,,,,,,,,,,
11841.8,4.30E-05,,,,,,,,,,,,
11841.85,3.55E-05,,,,,,,,,,,,
11841.9,7.91E-05,,,,,,,,,,,,
11841.95,7.13E-05,,,,,,,,,,,,
11842,2.27E-05,,,,,,,,,,,,
11842.05,2.43E-05,,,,,,,,,,,,
11842.1,2.49E-05,,,,,,,,,,,,
11842.15,1.47E-05,,,,,,,,,,,,
11842.2,3.12E-05,,,,,,,,,,,,
11842.25,1.50E-05,,,,,,,,,,,,
11842.25,0.000108926,,,,,,,,,,,,
11842.3,8.05E-05,,,,,,,,,,,,
11842.35,6.43E-05,,,,,,,,,,,,
11842.4,6.12E-05,,,,,,,,,,,,
11842.45,5.06E-05,,,,,,,,,,,,
11842.5,1.79E-05,,,,,,,,,,,,
11842.55,4.74E-05,,,,,,,,,,,,
11842.6,6.87E-05,,,,,,,,,,,,
11842.65,5.35E-05,,,,,,,,,,,,
11842.7,5.75E-05,,,,,,,,,,,,
11842.75,6.61E-05,,,,,,,,,,,,
11842.75,4.36E-05,,,,,,,,,,,,
11842.8,2.59E-05,,,,,,,,,,,,
11842.85,1.90E-05,,,,,,,,,,,,
11842.9,4.11E-05,,,,,,,,,,,,
11842.95,6.36E-05,,,,,,,,,,,,
11843,7.47E-05,,,,,,,,,,,,
11843.05,5.72E-05,,,,,,,,,,,,
11843.1,1.69E-05,,,,,,,,,,,,
11843.15,1.40E-05,,,,,,,,,,,,
11843.2,3.79E-05,,,,,,,,,,,,
11843.25,3.33E-05,,,,,,,,,,,,
11843.25,6.42E-05,,,,,,,,,,,,
11843.3,1.77E-05,,,,,,,,,,,,
11843.35,3.13E-05,,,,,,,,,,,,
11843.4,4.66E-05,,,,,,,,,,,,
11843.45,1.55E-05,,,,,,,,,,,,
11843.5,5.44E-05,,,,,,,,,,,,
11843.55,0.000107073,,,,,,,,,,,,
11843.6,0.000109501,,,,,,,,,,,,
11843.65,7.87E-05,,,,,,,,,,,,
11843.7,2.56E-05,,,,,,,,,,,,
11843.75,6.76E-05,,,,,,,,,,,,
11843.75,5.72E-05,,,,,,,,,,,,
11843.8,6.14E-05,,,,,,,,,,,,
11843.85,4.85E-05,,,,,,,,,,,,
11843.9,3.93E-05,,,,,,,,,,,,
11843.95,4.40E-05,,,,,,,,,,,,
11844,2.71E-05,,,,,,,,,,,,
11844.05,2.98E-05,,,,,,,,,,,,
11844.1,5.27E-05,,,,,,,,,,,,
11844.15,3.87E-05,,,,,,,,,,,,
11844.2,3.25E-05,,,,,,,,,,,,
11844.25,7.99E-05,,,,,,,,,,,,
11844.25,4.15E-05,,,,,,,,,,,,
11844.3,8.90E-05,,,,,,,,,,,,
11844.35,7.85E-05,,,,,,,,,,,,
11844.4,3.02E-05,,,,,,,,,,,,
11844.45,3.13E-05,,,,,,,,,,,,
11844.5,6.02E-05,,,,,,,,,,,,
11844.55,8.85E-05,,,,,,,,,,,,
11844.6,0.000114994,,,,,,,,,,,,
11844.65,8.51E-05,,,,,,,,,,,,
11844.7,5.06E-05,,,,,,,,,,,,
11844.75,7.62E-05,,,,,,,,,,,,
11844.75,3.14E-05,,,,,,,,,,,,
11844.8,3.95E-05,,,,,,,,,,,,
11844.85,2.36E-05,,,,,,,,,,,,
11844.9,1.19E-05,,,,,,,,,,,,
11844.95,2.73E-05,,,,,,,,,,,,
11845,1.07E-05,,,,,,,,,,,,
11845.05,1.57E-05,,,,,,,,,,,,
11845.1,3.01E-05,,,,,,,,,,,,
11845.15,4.34E-05,,,,,,,,,,,,
11845.2,4.88E-05,,,,,,,,,,,,
11845.25,4.63E-05,,,,,,,,,,,,
11845.25,5.46E-05,,,,,,,,,,,,
11845.3,9.68E-05,,,,,,,,,,,,
11845.35,0.000145558,,,,,,,,,,,,
11845.4,0.000107981,,,,,,,,,,,,
11845.45,1.11E-05,,,,,,,,,,,,
11845.5,7.36E-05,,,,,,,,,,,,
11845.55,0.000100253,,,,,,,,,,,,
11845.6,9.23E-05,,,,,,,,,,,,
11845.65,5.51E-05,,,,,,,,,,,,
11845.7,2.01E-05,,,,,,,,,,,,
11845.75,2.36E-05,,,,,,,,,,,,
11845.75,0.000130042,,,,,,,,,,,,
11845.8,0.000133057,,,,,,,,,,,,
11845.85,0.00010566,,,,,,,,,,,,
11845.9,6.67E-05,,,,,,,,,,,,
11845.95,5.19E-05,,,,,,,,,,,,
11846,4.68E-05,,,,,,,,,,,,
11846.05,2.21E-05,,,,,,,,,,,,
11846.1,3.21E-05,,,,,,,,,,,,
11846.15,3.50E-05,,,,,,,,,,,,
11846.2,3.53E-05,,,,,,,,,,,,
11846.25,4.75E-05,,,,,,,,,,,,
11846.25,6.95E-05,,,,,,,,,,,,
11846.3,4.75E-05,,,,,,,,,,,,
11846.35,4.50E-05,,,,,,,,,,,,
11846.4,4.28E-05,,,,,,,,,,,,
11846.45,5.42E-05,,,,,,,,,,,,
11846.5,5.47E-05,,,,,,,,,,,,
11846.55,4.25E-05,,,,,,,,,,,,
11846.6,3.70E-05,,,,,,,,,,,,
11846.65,4.64E-05,,,,,,,,,,,,
11846.7,5.26E-05,,,,,,,,,,,,
11846.75,4.75E-05,,,,,,,,,,,,
11846.75,6.79E-05,,,,,,,,,,,,
11846.8,8.00E-05,,,,,,,,,,,,
11846.85,9.10E-05,,,,,,,,,,,,
11846.9,7.98E-05,,,,,,,,,,,,
11846.95,5.86E-05,,,,,,,,,,,,
11847,8.50E-05,,,,,,,,,,,,
11847.05,8.79E-05,,,,,,,,,,,,
11847.1,6.22E-05,,,,,,,,,,,,
11847.15,3.82E-05,,,,,,,,,,,,
11847.2,2.72E-05,,,,,,,,,,,,
11847.25,2.73E-05,,,,,,,,,,,,
11847.25,5.37E-05,,,,,,,,,,,,
11847.3,4.74E-05,,,,,,,,,,,,
11847.35,5.30E-05,,,,,,,,,,,,
11847.4,6.50E-05,,,,,,,,,,,,
11847.45,4.64E-05,,,,,,,,,,,,
11847.5,2.97E-05,,,,,,,,,,,,
11847.55,4.42E-05,,,,,,,,,,,,
11847.6,4.98E-05,,,,,,,,,,,,
11847.65,3.42E-05,,,,,,,,,,,,
11847.7,2.79E-05,,,,,,,,,,,,
11847.75,1.98E-05,,,,,,,,,,,,
11847.75,2.66E-05,,,,,,,,,,,,
11847.8,2.37E-05,,,,,,,,,,,,
11847.85,3.96E-05,,,,,,,,,,,,
11847.9,4.77E-05,,,,,,,,,,,,
11847.95,4.22E-05,,,,,,,,,,,,
11848,4.88E-05,,,,,,,,,,,,
11848.05,7.54E-05,,,,,,,,,,,,
11848.1,8.91E-05,,,,,,,,,,,,
11848.15,6.75E-05,,,,,,,,,,,,
11848.2,3.44E-05,,,,,,,,,,,,
11848.25,3.76E-05,,,,,,,,,,,,
11848.25,4.81E-05,,,,,,,,,,,,
11848.3,4.25E-05,,,,,,,,,,,,
11848.35,3.68E-05,,,,,,,,,,,,
11848.4,1.87E-05,,,,,,,,,,,,
11848.45,1.73E-05,,,,,,,,,,,,
11848.5,5.00E-05,,,,,,,,,,,,
11848.55,6.49E-05,,,,,,,,,,,,
11848.6,8.00E-05,,,,,,,,,,,,
